AliasNamespace,AliasId,CanonicalUnifiedAssetId,AliasStatus,AliasType,AliasName,SourceType,SourceDetail
ATLAS_LOGICAL,ATLAS::ui/Battle/image/battle_pack_99.plist::new_panel_sozai/hp_bar/hp_gauge_05.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::hp_gauge_05.png,READY,EXACT_VISUAL_DUPLICATE,new_panel_sozai/hp_bar/hp_gauge_05.png,ATLAS_SPRITE,Plist=ui/Battle/image/battle_pack_99.plist;Atlas=ui/Battle/image/battle_pack_99.png;Chain=ATLAS::ui/Battle/image/battle_pack_99.plist::new_panel_sozai/hp_bar/hp_gauge_05.png -> ATLAS::ui/Common/image/img_common_01.plist::hp_gauge_05.png
ATLAS_LOGICAL,ATLAS::ui/Battle/image/battle_pack_99.plist::new_panel_sozai/hp_bar/hp_stock_01.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::hp_stock_01.png,READY,EXACT_VISUAL_DUPLICATE,new_panel_sozai/hp_bar/hp_stock_01.png,ATLAS_SPRITE,Plist=ui/Battle/image/battle_pack_99.plist;Atlas=ui/Battle/image/battle_pack_99.png;Chain=ATLAS::ui/Battle/image/battle_pack_99.plist::new_panel_sozai/hp_bar/hp_stock_01.png -> ATLAS::ui/Common/image/img_common_01.plist::hp_stock_01.png
ATLAS_LOGICAL,ATLAS::ui/Battle/image/battle_pack_99.plist::new_panel_sozai/hp_bar/hp_stock_02.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::hp_stock_02.png,READY,EXACT_VISUAL_DUPLICATE,new_panel_sozai/hp_bar/hp_stock_02.png,ATLAS_SPRITE,Plist=ui/Battle/image/battle_pack_99.plist;Atlas=ui/Battle/image/battle_pack_99.png;Chain=ATLAS::ui/Battle/image/battle_pack_99.plist::new_panel_sozai/hp_bar/hp_stock_02.png -> ATLAS::ui/Common/image/img_common_01.plist::hp_stock_02.png
ATLAS_LOGICAL,ATLAS::ui/Battle/image/battle_pack_99.plist::new_panel_sozai/hp_bar/hp_stock_03.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::hp_stock_03.png,READY,EXACT_VISUAL_DUPLICATE,new_panel_sozai/hp_bar/hp_stock_03.png,ATLAS_SPRITE,Plist=ui/Battle/image/battle_pack_99.plist;Atlas=ui/Battle/image/battle_pack_99.png;Chain=ATLAS::ui/Battle/image/battle_pack_99.plist::new_panel_sozai/hp_bar/hp_stock_03.png -> ATLAS::ui/Common/image/img_common_01.plist::hp_stock_03.png
ATLAS_LOGICAL,ATLAS::ui/Battle/image/battle_pack_99.plist::new_panel_sozai/hp_bar/hp_stock_04.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::hp_stock_04.png,READY,EXACT_VISUAL_DUPLICATE,new_panel_sozai/hp_bar/hp_stock_04.png,ATLAS_SPRITE,Plist=ui/Battle/image/battle_pack_99.plist;Atlas=ui/Battle/image/battle_pack_99.png;Chain=ATLAS::ui/Battle/image/battle_pack_99.plist::new_panel_sozai/hp_bar/hp_stock_04.png -> ATLAS::ui/Common/image/img_common_01.plist::hp_stock_04.png
ATLAS_LOGICAL,ATLAS::ui/Battle/image/battle_pack_99.plist::new_panel_sozai/panel/panel_btn_bg_half_terastal.png,ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::7070_terastal/terastal_btn_base_half.png,READY,EXACT_VISUAL_DUPLICATE,new_panel_sozai/panel/panel_btn_bg_half_terastal.png,ATLAS_SPRITE,Plist=ui/Battle/image/battle_pack_99.plist;Atlas=ui/Battle/image/battle_pack_99.png;Chain=ATLAS::ui/Battle/image/battle_pack_99.plist::new_panel_sozai/panel/panel_btn_bg_half_terastal.png -> ATLAS::ui/Battle/image/battle_pack_99.plist::7070_terastal/terastal_btn_base_half.png
ATLAS_LOGICAL,ATLAS::ui/Battle/image/battle_pack_transition.plist::0007_Load.png,ATLAS::ATLAS::ui/Common/image/img_eff_01.plist::white.png,READY,EXACT_VISUAL_DUPLICATE,0007_Load.png,ATLAS_SPRITE,Plist=ui/Battle/image/battle_pack_transition.plist;Atlas=recovered-atlases/ui/Battle/image/battle_pack_transition.png;Chain=ATLAS::ui/Battle/image/battle_pack_transition.plist::0007_Load.png -> ATLAS::ui/Common/image/img_eff_01.plist::white.png
ATLAS_LOGICAL,ATLAS::ui/BingoMission/image/img_BingMission.plist::white_4.png,ATLAS::ATLAS::ui/Common/image/img_eff_01.plist::white.png,READY,EXACT_VISUAL_DUPLICATE,white_4.png,ATLAS_SPRITE,Plist=ui/BingoMission/image/img_BingMission.plist;Atlas=recovered-atlases/ui/BingoMission/image/img_BingMission.png;Chain=ATLAS::ui/BingoMission/image/img_BingMission.plist::white_4.png -> ATLAS::ui/Common/image/img_eff_01.plist::white.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_01.plist::arrow.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::item_status_arr.png,READY,EXACT_VISUAL_DUPLICATE,arrow.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_01.plist;Atlas=ui/Common/image/img_common_01.png;Chain=ATLAS::ui/Common/image/img_common_01.plist::arrow.png -> ATLAS::ui/Common/image/img_common_01.plist::item_status_arr.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_01.plist::btn_m_ball_base.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::cell_unit_l_ball.png,READY,EXACT_VISUAL_DUPLICATE,btn_m_ball_base.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_01.plist;Atlas=ui/Common/image/img_common_01.png;Chain=ATLAS::ui/Common/image/img_common_01.plist::btn_m_ball_base.png -> ATLAS::ui/Common/image/img_common_01.plist::cell_unit_l_ball.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_01.plist::common_rect_diagonal.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::rect_diagonal_30px.png,READY,EXACT_VISUAL_DUPLICATE,common_rect_diagonal.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_01.plist;Atlas=ui/Common/image/img_common_01.png;Chain=ATLAS::ui/Common/image/img_common_01.plist::common_rect_diagonal.png -> ATLAS::ui/Common/image/img_common_01.plist::rect_diagonal_30px.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_01.plist::icon_danger_anm_2.png,ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::danger_icon_anm_2.png,READY,EXACT_VISUAL_DUPLICATE,icon_danger_anm_2.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_01.plist;Atlas=ui/Common/image/img_common_01.png;Chain=ATLAS::ui/Common/image/img_common_01.plist::icon_danger_anm_2.png -> ATLAS::ui/Battle/image/battle_pack_99.plist::danger_icon_anm_2.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_01.plist::icon_plus.png,ATLAS::ATLAS::ui/Common/image/img_unit_cell.plist::icon_plus_l.png,READY,EXACT_VISUAL_DUPLICATE,icon_plus.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_01.plist;Atlas=ui/Common/image/img_common_01.png;Chain=ATLAS::ui/Common/image/img_common_01.plist::icon_plus.png -> ATLAS::ui/Common/image/img_unit_cell.plist::icon_plus_l.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_01.plist::prof_btn_base_frame_out.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::banner_bsearch_frame.png,READY,EXACT_VISUAL_DUPLICATE,prof_btn_base_frame_out.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_01.plist;Atlas=ui/Common/image/img_common_01.png;Chain=ATLAS::ui/Common/image/img_common_01.plist::prof_btn_base_frame_out.png -> ATLAS::ui/Common/image/img_common_01.plist::banner_bsearch_frame.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_01.plist::synchro_btn/panel_synchro_img.png,ATLAS::ATLAS::ui/Common/image/img_unit_cell.plist::panel_synchro_img.png,READY,EXACT_VISUAL_DUPLICATE,synchro_btn/panel_synchro_img.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_01.plist;Atlas=ui/Common/image/img_common_01.png;Chain=ATLAS::ui/Common/image/img_common_01.plist::synchro_btn/panel_synchro_img.png -> ATLAS::ui/Common/image/img_unit_cell.plist::panel_synchro_img.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_01.plist::white_32.png,ATLAS::ATLAS::ui/Battle/image/img_legend_battle.plist::white_32.png,READY,EXACT_VISUAL_DUPLICATE,white_32.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_01.plist;Atlas=ui/Common/image/img_common_01.png;Chain=ATLAS::ui/Common/image/img_common_01.plist::white_32.png -> ATLAS::ui/Battle/image/img_legend_battle.plist::white_32.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_02.plist::battle_setting_title_bg.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::battle_setting_title_bg.png,READY,EXACT_VISUAL_DUPLICATE,battle_setting_title_bg.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_02.plist;Atlas=ui/Common/image/img_common_02.png;Chain=ATLAS::ui/Common/image/img_common_02.plist::battle_setting_title_bg.png -> ATLAS::ui/Common/image/img_common_01.plist::battle_setting_title_bg.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_02.plist::btn_tab_1.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::btn_tab_1.png,READY,EXACT_VISUAL_DUPLICATE,btn_tab_1.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_02.plist;Atlas=ui/Common/image/img_common_02.png;Chain=ATLAS::ui/Common/image/img_common_02.plist::btn_tab_1.png -> ATLAS::ui/Common/image/img_common_01.plist::btn_tab_1.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_02.plist::btn_tab_2.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::btn_tab_2.png,READY,EXACT_VISUAL_DUPLICATE,btn_tab_2.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_02.plist;Atlas=ui/Common/image/img_common_02.png;Chain=ATLAS::ui/Common/image/img_common_02.plist::btn_tab_2.png -> ATLAS::ui/Common/image/img_common_01.plist::btn_tab_2.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_02.plist::common_btn_hexagon_02.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::common_btn_hexagon_02.png,READY,EXACT_VISUAL_DUPLICATE,common_btn_hexagon_02.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_02.plist;Atlas=ui/Common/image/img_common_02.png;Chain=ATLAS::ui/Common/image/img_common_02.plist::common_btn_hexagon_02.png -> ATLAS::ui/Common/image/img_common_01.plist::common_btn_hexagon_02.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_02.plist::common_footer_icon_back.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::common_footer_icon_back.png,READY,EXACT_VISUAL_DUPLICATE,common_footer_icon_back.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_02.plist;Atlas=ui/Common/image/img_common_02.png;Chain=ATLAS::ui/Common/image/img_common_02.plist::common_footer_icon_back.png -> ATLAS::ui/Common/image/img_common_01.plist::common_footer_icon_back.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_02.plist::icon_lock_anm_01.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::icon_lock_anm_w_01.png,READY,EXACT_VISUAL_DUPLICATE,icon_lock_anm_01.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_02.plist;Atlas=ui/Common/image/img_common_02.png;Chain=ATLAS::ui/Common/image/img_common_02.plist::icon_lock_anm_01.png -> ATLAS::ui/Common/image/img_common_01.plist::icon_lock_anm_w_01.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_02.plist::icon_lock_anm_02.png,ATLAS::ATLAS::ui/Common/image/img_common_01.plist::icon_lock_anm_w_02.png,READY,EXACT_VISUAL_DUPLICATE,icon_lock_anm_02.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_02.plist;Atlas=ui/Common/image/img_common_02.png;Chain=ATLAS::ui/Common/image/img_common_02.plist::icon_lock_anm_02.png -> ATLAS::ui/Common/image/img_common_01.plist::icon_lock_anm_w_02.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_common_02.plist::white_32.png,ATLAS::ATLAS::ui/Battle/image/img_legend_battle.plist::white_32.png,READY,EXACT_VISUAL_DUPLICATE,white_32.png,ATLAS_SPRITE,Plist=ui/Common/image/img_common_02.plist;Atlas=ui/Common/image/img_common_02.png;Chain=ATLAS::ui/Common/image/img_common_02.plist::white_32.png -> ATLAS::ui/Battle/image/img_legend_battle.plist::white_32.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_209.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_impossibility_change_state.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_209.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_209.png -> ATLAS::ui/Common/image/img_icon.plist::icon_impossibility_change_state.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_210.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_type_ability.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_210.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_210.png -> ATLAS::ui/Common/image/img_icon.plist::icon_type_ability.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_211.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_type_01.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_211.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_211.png -> ATLAS::ui/Common/image/img_icon.plist::icon_type_01.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_212.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_state_change_disabled.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_212.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_212.png -> ATLAS::ui/Common/image/img_icon.plist::icon_state_change_disabled.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_213.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_type_01.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_213.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_213.png -> ATLAS::ui/Common/image/img_icon.plist::icon_type_01.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_214.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_must_hit.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_214.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_214.png -> ATLAS::ui/Common/image/img_icon.plist::icon_must_hit.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_215.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_type_01.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_215.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_215.png -> ATLAS::ui/Common/image/img_icon.plist::icon_type_01.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_217.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_type_01.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_217.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_217.png -> ATLAS::ui/Common/image/img_icon.plist::icon_type_01.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_219.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_critical_hit_next.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_219.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_219.png -> ATLAS::ui/Common/image/img_icon.plist::icon_critical_hit_next.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_221.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_must_hit_next.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_221.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_221.png -> ATLAS::ui/Common/image/img_icon.plist::icon_must_hit_next.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_222.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_state_change_disabled.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_222.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_222.png -> ATLAS::ui/Common/image/img_icon.plist::icon_state_change_disabled.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_256.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_weather_hail_ex.png,READY,RESOLUTION_VARIANT,icon_attention_gimick_256.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_256.png -> ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_512.png -> ATLAS::ui/Common/image/img_icon.plist::icon_weather_hail_ex.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_301.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_physics_alleviation.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_301.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_301.png -> ATLAS::ui/Common/image/img_icon.plist::icon_physics_alleviation.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_302.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_special_alleviation.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_302.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_302.png -> ATLAS::ui/Common/image/img_icon.plist::icon_special_alleviation.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_303.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_reflecting_state_abnormality.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_303.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_303.png -> ATLAS::ui/Common/image/img_icon.plist::icon_reflecting_state_abnormality.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_304.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_reflecting_rank_down.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_304.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_304.png -> ATLAS::ui/Common/image/img_icon.plist::icon_reflecting_rank_down.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_305.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_defense_change_status.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_305.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_305.png -> ATLAS::ui/Common/image/img_icon.plist::icon_defense_change_status.png
ATLAS_LOGICAL,ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_306.png,ATLAS::ATLAS::ui/Common/image/img_icon.plist::icon_doesnt_rank_down.png,READY,EXACT_VISUAL_DUPLICATE,icon_attention_gimick_306.png,ATLAS_SPRITE,Plist=ui/Common/image/img_icon.plist;Atlas=ui/Common/image/img_icon.png;Chain=ATLAS::ui/Common/image/img_icon.plist::icon_attention_gimick_306.png -> ATLAS::ui/Common/image/img_icon.plist::icon_doesnt_rank_down.png
