SourceIdentity,SourceRelativePath,SHA256,OriginalRelation,OriginalCanonicalAssetId,OriginalCanonicalPublicPath,FinalRelation,FinalRepresentationAssetId,FinalRepresentationPublicPath,TargetScope,SourceDomain,SourceSubdomain
STANDALONE_UI::ui/Common/AssetDL/image/ch0026_00_akane_256.ktx.png,ui/Common/AssetDL/image/ch0026_00_akane_256.ktx.png,D119477822D2BF19F3534817E3E3EB7335A99ADAFBCC4CDB59B2FC4724BCF3B4,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/AssetDL/image/ch0026_00_akane_256.ktx.png,UI/Common/AssetDL/image/ch0026_00_akane_256.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/AssetDL/image/ch0026_00_akane_256.ktx.png,UI/Common/AssetDL/image/Whitney [ch0026_00] - 256.png,STANDALONE,ui/Common,ui/Common/AssetDL
STANDALONE_UI::ui/Common/AssetDL/image/ch0034_00_matsurika_256.ktx.png,ui/Common/AssetDL/image/ch0034_00_matsurika_256.ktx.png,289D1737292B422D79B59F3FAE1364B2025E0E39243D6B735C03A5FB341243D9,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/AssetDL/image/ch0034_00_matsurika_256.ktx.png,UI/Common/AssetDL/image/ch0034_00_matsurika_256.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/AssetDL/image/ch0034_00_matsurika_256.ktx.png,UI/Common/AssetDL/image/Mina [ch0034_00] - 256.png,STANDALONE,ui/Common,ui/Common/AssetDL
STANDALONE_UI::ui/Common/AssetDL/image/ch0092_00_iris_256.ktx.png,ui/Common/AssetDL/image/ch0092_00_iris_256.ktx.png,3989C703DC41634A4273B5870CEA2D87FCE1EB6D24A92E6774F02E2D4CDE2A18,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/AssetDL/image/ch0092_00_iris_256.ktx.png,UI/Common/AssetDL/image/ch0092_00_iris_256.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/AssetDL/image/ch0092_00_iris_256.ktx.png,UI/Common/AssetDL/image/Iris [ch0092_00] - 256.png,STANDALONE,ui/Common,ui/Common/AssetDL
STANDALONE_UI::ui/Common/AssetDL/image/ch0099_00_jun_256.ktx.png,ui/Common/AssetDL/image/ch0099_00_jun_256.ktx.png,87D3DA49EDADD3B00D2E59385EAFD53E2412DA4F5D4216300D2273144DCBAC14,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/AssetDL/image/ch0099_00_jun_256.ktx.png,UI/Common/AssetDL/image/ch0099_00_jun_256.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/AssetDL/image/ch0099_00_jun_256.ktx.png,UI/Common/AssetDL/image/Barry [ch0099_00] - 256.png,STANDALONE,ui/Common,ui/Common/AssetDL
STANDALONE_UI::ui/Common/AssetDL/image/ch0101_00_mei_256.ktx.png,ui/Common/AssetDL/image/ch0101_00_mei_256.ktx.png,86A02229B85C9839553A36A2331D393EC5E3E561787F35EF4527D41ADABD7F7E,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/AssetDL/image/ch0101_00_mei_256.ktx.png,UI/Common/AssetDL/image/ch0101_00_mei_256.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/AssetDL/image/ch0101_00_mei_256.ktx.png,UI/Common/AssetDL/image/Rosa [ch0101_00] - 256.png,STANDALONE,ui/Common,ui/Common/AssetDL
STANDALONE_UI::ui/Common/Cutin/image/monster_mask_1024.ktx.png,ui/Common/Cutin/image/monster_mask_1024.ktx.png,E01DEA362EAF3AB41E3ECAE9FBD07FC0B1C6B813B8DB7395556900E6478E6506,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/Cutin/image/monster_mask_1024.ktx.png,UI/Common/Cutin/image/monster_mask_1024.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/Cutin/image/monster_mask_1024.ktx.png,UI/Common/Cutin/image/monster_mask_1024.png,STANDALONE,ui/Common,ui/Common/Cutin
STANDALONE_UI::ui/Common/Dialog/image/bond_gauge_bg2.ktx.png,ui/Common/Dialog/image/bond_gauge_bg2.ktx.png,B270E142FC96309EC756C42D72E01B85C31E9C2889F8F2714620ABFC2DE059DF,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/Dialog/image/bond_gauge_bg2.ktx.png,UI/Common/Dialog/image/bond_gauge_bg2.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/Dialog/image/bond_gauge_bg2.ktx.png,UI/Common/Dialog/image/bond_gauge_bg2.png,STANDALONE,ui/Common,ui/Common/Dialog
STANDALONE_UI::ui/Common/Tutorial/image/img_dialog_mask.ktx.png,ui/Common/Tutorial/image/img_dialog_mask.ktx.png,F44DFBA33FBCA571AA4D7BD5AAAC333E4B0DA4E27F0F90A9D8304B4A70FE5553,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/Tutorial/image/img_dialog_mask.ktx.png,UI/Common/Tutorial/image/img_dialog_mask.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/Tutorial/image/img_dialog_mask.ktx.png,UI/Common/Tutorial/image/img_dialog_mask.png,STANDALONE,ui/Common,ui/Common/Tutorial
STANDALONE_UI::ui/Common/image/ball_mask.ktx.png,ui/Common/image/ball_mask.ktx.png,EC39B489D3C870C775045987AEE5814DDB4DEC85D8C20AEF0670DEC52B5A0A68,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/ball_mask.ktx.png,UI/Common/image/ball_mask.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/ball_mask.ktx.png,UI/Common/image/ball_mask.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/bg_pattern.ktx.png,ui/Common/image/bg_pattern.ktx.png,D9F476FD818156E32705F114AA4542E74DD62D3527A36B7445749B9C80771AB2,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/bg_pattern.ktx.png,UI/Common/image/bg_pattern.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/bg_pattern.ktx.png,UI/Common/image/bg_pattern.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/bg_pattern_02.ktx.png,ui/Common/image/bg_pattern_02.ktx.png,E62C2719E762C96314DDCDA75DDB6B84BEC80EA462E2D98B53B467E57A43CA19,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/bg_pattern_02.ktx.png,UI/Common/image/bg_pattern_02.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/bg_pattern_02.ktx.png,UI/Common/image/bg_pattern_02.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/bg_pattern_rainbow.ktx.png,ui/Common/image/bg_pattern_rainbow.ktx.png,ABE69DBDE537A18A4FE30B4D028A369377CAB451B279A2089A71961B4B3BE8E2,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/bg_pattern_rainbow.ktx.png,UI/Common/image/bg_pattern_rainbow.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/bg_pattern_rainbow.ktx.png,UI/Common/image/bg_pattern_rainbow.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/bg_pattern_rainbow_02.ktx.png,ui/Common/image/bg_pattern_rainbow_02.ktx.png,981336DF5F73902D21E43D3BCFF5B5900ACA2A83F278F093C56D6DA1623E7176,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/bg_pattern_rainbow_02.ktx.png,UI/Common/image/bg_pattern_rainbow_02.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/bg_pattern_rainbow_02.ktx.png,UI/Common/image/bg_pattern_rainbow_02.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/hole_mask_256.ktx.png,ui/Common/image/hole_mask_256.ktx.png,4F6564FB0E116A1C7DA39526ACE8DD9CECD30A2E3B8DE4FDC1D8E3865DFACFD3,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/hole_mask_256.ktx.png,UI/Common/image/hole_mask_256.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/hole_mask_256.ktx.png,UI/Common/image/hole_mask_256.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/if00_00_256.ktx.png,ui/Common/image/if00_00_256.ktx.png,FEFD149A6E33E937691FDE666142DC69FFD9D0B1565D1CC2C2CF32870D4FC8DC,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/if00_00_256.ktx.png,UI/Common/image/if00_00_256.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/if00_00_256.ktx.png,UI/Common/image/if00_00_256.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/img_porygon.ktx.png,ui/Common/image/img_porygon.ktx.png,37DF633AB5512F692AACA7DB7F226812D76C9DD774BD39585E7A0B1DC113B3EB,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/img_porygon.ktx.png,UI/Common/image/img_porygon.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/img_porygon.ktx.png,UI/Common/image/img_porygon.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/jukebox_bg_pattern.ktx.png,ui/Common/image/jukebox_bg_pattern.ktx.png,0B1C9283B79BA9C4D54FBE59072D67B79048A8C6DF097347315F76E62E14F487,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/jukebox_bg_pattern.ktx.png,UI/Common/image/jukebox_bg_pattern.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/jukebox_bg_pattern.ktx.png,UI/Common/image/jukebox_bg_pattern.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/mask/special_awaking_budge_mask.ktx.png,ui/Common/image/mask/special_awaking_budge_mask.ktx.png,868F49D3FA972C04272A293B46A08E2B20F416752712062DE99996AD530B555C,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/mask/special_awaking_budge_mask.ktx.png,UI/Common/image/mask/special_awaking_budge_mask.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/mask/special_awaking_budge_mask.ktx.png,UI/Common/image/mask/special_awaking_budge_mask.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/mask_gradation_square.ktx.png,ui/Common/image/mask_gradation_square.ktx.png,A0D9BD6B9174077EE033E6413F690447DA5731B2AA0860D5B6FBAE51EEEC4830,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/mask_gradation_square.ktx.png,UI/Common/image/mask_gradation_square.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/mask_gradation_square.ktx.png,UI/Common/image/mask_gradation_square.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/mask_gradation_square_single.ktx.png,ui/Common/image/mask_gradation_square_single.ktx.png,23AFF9D5F3A490AE740DC8DF2F1082EF82AC31C805BC361E0103DF271A78B262,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/mask_gradation_square_single.ktx.png,UI/Common/image/mask_gradation_square_single.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/mask_gradation_square_single.ktx.png,UI/Common/image/mask_gradation_square_single.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/mask_gradation_thin.ktx.png,ui/Common/image/mask_gradation_thin.ktx.png,DC70638A79E2FA29FE8047EF2AC64643DAA877E3F22035763F9F578D3E19401D,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/mask_gradation_thin.ktx.png,UI/Common/image/mask_gradation_thin.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/mask_gradation_thin.ktx.png,UI/Common/image/mask_gradation_thin.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/bingo_panel_pattern.ktx.png,ui/Common/image/pattern/bingo_panel_pattern.ktx.png,090B23D0631D3DDD0253B7EBD672F84B8B71913C67EBB174641361955AE20BEE,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/bingo_panel_pattern.ktx.png,UI/Common/image/pattern/bingo_panel_pattern.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/bingo_panel_pattern.ktx.png,UI/Common/image/pattern/bingo_panel_pattern.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/bubble_ring.ktx.png,ui/Common/image/pattern/bubble_ring.ktx.png,D5FF4332866FB9B2DBBC393B1C1F0F574218BF11DB45DA7C7683137FD02D5264,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/bubble_ring.ktx.png,UI/Common/image/pattern/bubble_ring.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/bubble_ring.ktx.png,UI/Common/image/pattern/bubble_ring.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/cheer_arrow_256.ktx.png,ui/Common/image/pattern/cheer_arrow_256.ktx.png,C16D1D4924477F2A9E74B3620C019FE9C15D193620FC84DC65466C46E984C2C7,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/cheer_arrow_256.ktx.png,UI/Common/image/pattern/cheer_arrow_256.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/cheer_arrow_256.ktx.png,UI/Common/image/pattern/cheer_arrow_256.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/croud_pattern.ktx.png,ui/Common/image/pattern/croud_pattern.ktx.png,D9EC1532BA99F9AC4829AE12E57FF7B1AD017A9B76A708616B28E61C148B7BE2,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/croud_pattern.ktx.png,UI/Common/image/pattern/croud_pattern.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/croud_pattern.ktx.png,UI/Common/image/pattern/croud_pattern.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/desplay_line.ktx.png,ui/Common/image/pattern/desplay_line.ktx.png,100C2B4A4989C009D7472485F798B608AF9D1C4AE001204E69BC93B70098EACD,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/desplay_line.ktx.png,UI/Common/image/pattern/desplay_line.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/desplay_line.ktx.png,UI/Common/image/pattern/desplay_line.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/dia_pattern_128.ktx.png,ui/Common/image/pattern/dia_pattern_128.ktx.png,35AC4B5A2D6D5908D1E6AD69AC6146B13DCDA2982D2B8632D3938CAF4884455D,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/dia_pattern_128.ktx.png,UI/Common/image/pattern/dia_pattern_128.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/dia_pattern_128.ktx.png,UI/Common/image/pattern/dia_pattern_128.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/gradation_line.ktx.png,ui/Common/image/pattern/gradation_line.ktx.png,3131F8F638C06A304081B4A55447195C5B08C411E3507B0A3D77B5CB3091D444,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/gradation_line.ktx.png,UI/Common/image/pattern/gradation_line.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/gradation_line.ktx.png,UI/Common/image/pattern/gradation_line.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/gradation_line_02.ktx.png,ui/Common/image/pattern/gradation_line_02.ktx.png,53C800629E388B65C6503C8D369F16B0259FC1451D6A4FAC253F23401880939B,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/gradation_line_02.ktx.png,UI/Common/image/pattern/gradation_line_02.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/gradation_line_02.ktx.png,UI/Common/image/pattern/gradation_line_02.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_01.ktx.png,ui/Common/image/pattern/img_bg_pattern_01.ktx.png,237AAAF396B3CAC49C6DB94918799A5345668D8E18449F6E7296C2EA8A819598,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_01.ktx.png,UI/Common/image/pattern/img_bg_pattern_01.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_01.ktx.png,UI/Common/image/pattern/img_bg_pattern_01.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_02.ktx.png,ui/Common/image/pattern/img_bg_pattern_02.ktx.png,8853F1CA606925146CF51C3C75334B1559C627E2846BF350480F572AA39A6775,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_02.ktx.png,UI/Common/image/pattern/img_bg_pattern_02.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_02.ktx.png,UI/Common/image/pattern/img_bg_pattern_02.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_03.ktx.png,ui/Common/image/pattern/img_bg_pattern_03.ktx.png,A6B129EFBD45B9BE5B43C957173E83E47A768943C1E5BDE2724F96E82BB0D19D,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_03.ktx.png,UI/Common/image/pattern/img_bg_pattern_03.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_03.ktx.png,UI/Common/image/pattern/img_bg_pattern_03.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_05.ktx.png,ui/Common/image/pattern/img_bg_pattern_05.ktx.png,47EA0079244B937229E7ADCE30E565858AA541E82BAE28F8E8D3F3CAB96DF69C,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_05.ktx.png,UI/Common/image/pattern/img_bg_pattern_05.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_05.ktx.png,UI/Common/image/pattern/img_bg_pattern_05.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_06.ktx.png,ui/Common/image/pattern/img_bg_pattern_06.ktx.png,2FD8E88D79218FB381695DF6FD836FA54F248CB5038CD28DAAD1679C6A1D3FEB,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_06.ktx.png,UI/Common/image/pattern/img_bg_pattern_06.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_06.ktx.png,UI/Common/image/pattern/img_bg_pattern_06.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_09.ktx.png,ui/Common/image/pattern/img_bg_pattern_09.ktx.png,5D2B7C741F364156CEEB3155F1B31D620C9F725E52FB8C028F7223AD3B227562,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_09.ktx.png,UI/Common/image/pattern/img_bg_pattern_09.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_09.ktx.png,UI/Common/image/pattern/img_bg_pattern_09.png,STANDALONE,ui/Common,ui/Common/image
STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_10.ktx.png,ui/Common/image/pattern/img_bg_pattern_10.ktx.png,2A9311C84BA6AB868D358B03ADDD6B9F318BDB608D059D37A41AD2F5FCF04B63,CANONICAL_SOURCE_OWNER,STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_10.ktx.png,UI/Common/image/pattern/img_bg_pattern_10.png,MATERIALIZED_CANONICAL_SOURCE,STANDALONE_UI::ui/Common/image/pattern/img_bg_pattern_10.ktx.png,UI/Common/image/pattern/img_bg_pattern_10.png,STANDALONE,ui/Common,ui/Common/image
